brand_name,food_category,total_stores,attendance_fee,corp_name,corp_address,corp_type,corp_capital,corp_reg_date,corp_location
coffeenie,咖啡,122,100~200万,北京摩吉岛餐饮管理有限公司,北京市,私营企业,300,2013-07-01,北京市朝阳区望京西路
翡翠36餐厅,西餐,45,1~5万,翡翠36餐厅,上海市,有限责任公司,300,2007-02-21,上海市
巴拉客,音乐餐吧加盟,1500,10~20万,广州万记餐饮管理有限公司,广东省广州,有限责任公司,1000,2018-12-09,广东省广州市天河区车
猫山王西点,西餐,45,10~20万,猫山王西点,上海市,有限责任公司,120,2002-03-31,上海市
爱森,冷鲜肉,28,1~5万,N/A,上海市,其它,50,2013-02-05,中国上海华山路263
掌上披萨,披萨,13,1~5万,掌上披萨,广东省,有限责任公司,170,2009-02-09,广东省
披萨王子,西餐,112,10~20万,披萨王子餐饮有限公司,天津市,股份有限公司,1553,2007-10-10,天津市河西区
芹菜,中餐,865,5~10万,芹菜餐饮,河南省,私营企业,49,2016-10-31,河南省郑州市金水区东
齐美斯,"冷鲜肉,农产品,",24,1~5万,N/A,山东省,其它,50,1998-11-24,山东省淄博市
科斯塔自助牛排,西餐,300,10~20万,塞纳左岸国际餐饮管理（北京）有,北京市,股份有限公司,1000,2005-01-01,北京市海淀区西三环北
洛哈斯汉堡坊,中西式快餐等,100,5~10万,旺购食品设备商城,四川省成都,私营企业,200,2003-06-17,四川省成都市
比特先生,西式快餐,80,10~20万,上海惠实餐饮,上海市,有限责任公司,100,2010-12-01,上海市
小KE恋花甲,花甲,40,10~20万,北京聚德惠科技研发有限公司,北京市,有限责任公司,100,2018-05-15,北京市崇文区
大众肉联,餐饮，西餐,26,5~10万,N/A,黑龙江省哈尔滨,私营企业,500,1997-08-12,黑龙江省哈尔滨市道外
百乐海,"饮食,肉制品,火",57,10~20万,N/A,四川省,其它,200,2001-05-24,四川省资阳市马鞍路工
五洲牛肉,"饮食,肉制品,牛",68,20~50万,N/A,安徽省,其它,500,2007-10-12,安徽省合肥市蒙城县开
必胜客,披萨,159,10~20万,百胜餐饮集团,北京市,有限责任公司,600,2005-04-05,北京市东城区
必胜客比萨,必胜客比萨,224,100~200万,北京百胜餐饮管理有限责任公司,北京市,有限责任公司,300,2007-09-12,北京市
福康堡牛扒,西餐,86,10~20万,青岛福康兴邦餐饮管理有限公司,山东省青岛,有限责任公司,1000,2008-03-19,山东省青岛市
巴萨客,西餐厅,95,1万以下,广州首厨餐饮有限公司,广东省,国有企业,500,2015-02-01,广东省广州市白云区万
摩地卡披萨,披萨,357,10~20万,广州味极限餐饮管理有限公司,广东省广州,有限责任公司,300,2000-02-22,广东省广州市
乐派客汉堡,餐饮,50,1~5万,乐派客汉堡,山东省,有限责任公司,500,2007-02-08,山东省
Coren,餐饮，西餐,47,10~20万,N/A,上海市,有限责任公司,500,1990-03-13,上海市徐汇区
初鲜寿司,寿司,205,10~20万,初鲜外带寿司,浙江省杭州,有限责任公司,200,2013-04-09,浙江省杭州市
局百犊牛排,西餐,500,5~10万,宁波局百犊餐饮有限公司,浙江省宁波,股份有限公司,200,2013-03-01,浙江省宁波市
马上诺披萨,小吃,205,1~5万,马上诺披萨,上海市,有限责任公司,400,2010-09-04,上海市
阿罗哈披萨,阿罗哈披萨,113,1万以下,阿罗哈披萨,上海市,国有企业,100,2015-11-08,上海市
六千馆,"六千馆,六千馆招",200,10~20万,六千馆,,,,,
披萨,披萨,200,10~20万,广州市恩硕餐饮管理有限公司,广东省广州,有限责任公司,200,2002-06-07,广东省广州市
站点比萨,西餐,548,1~5万,站点比萨,北京市,有限责任公司,500,2009-08-12,北京市
炉客比萨,炉客比萨,100,10~20万,源动力餐饮集团炉客比萨,北京市,有限责任公司,100,2012-12-01,北京市
瓦萨披萨,披萨,100,10~20万,瓦萨披萨,北京市,有限责任公司,500,2010-01-01,北京市
澳拜客牛排馆,牛排,120,10~20万,澳拜客牛排馆,北京市,有限责任公司,100,1992-01-01,北京市
利福祥西点,西餐,45,5~10万,利福祥西点,北京市,有限责任公司,125,2002-03-31,北京市
嗷嗷牛,牛排,100,10~20万,济南福瑞天成餐饮技术研发有限公,山东省济南,有限责任公司,500,2006-01-01,山东省济南市章丘市
巴厘岛咖啡西餐厅,咖啡,150,50~100万,巴厘岛咖啡西餐厅,北京市,股份有限公司,500,2011-09-12,北京市
汉菲,牛排,90,10~20万,汉菲,上海市,股份有限公司,200,2014-08-06,上海市
迪克码头,餐饮技术研发,219,10~20万,济南御腾餐饮有限公司,山东省,有限责任公司,100,2017-10-30,山东省济南市历下区花
王品台塑牛排,西餐,269,20~50万,王品台塑牛排,台湾省,有限责任公司,300,2010-03-04,台湾省
盛和道花式铁板烧,铁板烧,50,10~20万,盛和道花式铁板烧,黑龙江省大庆,有限责任公司,5000,2013-01-02,黑龙江省大庆市
转角牛排,转角牛排,231,20~50万,秦皇岛君唯餐饮管理有限公司,河北省,有限责任公司,350,2014-09-08,河北省
嗯啦东南亚餐厅,西餐,41,1~5万,嗯啦东南亚餐厅,上海市,有限责任公司,300,2005-08-21,上海市
皇咖啡,咖啡,28,1~5万,N/A,北京市,其它,50,2004-09-08,北京市宣武区
豪客来牛排加盟,牛排,125,1~5万,豪客来牛排加盟,北京市,有限责任公司,400,2002-02-05,北京市
德玛西亚主题餐厅,西餐,100,5~10万,德玛西亚主题餐厅,青海省,有限责任公司,500,2013-09-07,青海省
百胜餐饮集团,西餐,567,1~5万,百胜餐饮集团,香港特别行政区,有限责任公司,400,2000-08-09,香港特别行政区
壹杯加咖啡,咖啡，西餐，中餐,2,5~10万,壹杯加咖啡连锁店管理有限公司,上海市,有限责任公司,5000,2015-08-25,上海市长宁区通协路2
食其乐,餐饮项目,200,5~10万,安徽永旺餐饮管理有限公司,安徽省合肥,私营企业,500,2015-01-04,安徽省合肥市政务区蔚
ＯＫ汉堡西餐,火锅,60,1~5万,陕西中厨餐饮管理有限公司,北京市,国有企业,200,2004-12-15,北京市
咖喱盒子,西餐,100,10~20万,咖喱盒子,四川省,有限责任公司,500,2009-12-01,四川省
金环,西餐,401,10~20万,台湾金环餐饮有限责任公司,台湾省,有限责任公司,300,1994-04-13,台湾省
luckid亲子餐厅,西餐厅,114,1~5万,luckid亲子餐厅,上海市,有限责任公司,400,2010-09-12,上海市
味好牛排,牛排,50,10~20万,味好牛排,安徽省合肥,有限责任公司,500,2010-07-01,安徽省合肥市
泰果东南亚餐厅,西餐,56,1~5万,泰果东南亚餐厅,福建省厦门,有限责任公司,300,2008-09-21,福建省厦门市
肯德堡,西餐,500,10~20万,济南一品堂投资咨询有限公司,山东省济南,有限责任公司,500,2013-01-01,山东省济南市
嘉吉基美式脆皮炸鸡店,嘉吉基美式脆皮炸,10,1万以下,嘉吉基美式脆皮炸鸡,,,,,
时刻手握披萨,西餐,177,10~20万,时刻手握披萨餐饮公司,北京市,股份有限公司,1553,2004-10-06,北京市丰台区
知根知底披萨,披萨,300,20~50万,福州香达克餐饮管理机构,福建省福州,有限责任公司,500,2005-01-01,福建省福州市
牧村,"牛奶,奶制品",89,100~200万,N/A,山西省,其它,100,2001-11-08,山西省长治市
华英,餐饮,46,10~20万,N/A,上海市,有限责任公司,15,2013-07-01,上海市南汇区
卡美乐披萨,披萨、小吃、意面,40,5~10万,上海震鸣餐饮管理有限公司,上海市,私营企业,200000,2006-05-22,上海市闸北区共和新路
比萨到,西餐,788,10~20万,美诺国际集团,湖南省长沙,有限责任公司,500,1996-05-08,湖南省长沙市芙蓉区
彼得比萨,,55,5~10万,彼得比萨,上海市,有限责任公司,50,2003-12-30,上海市
尊霸披萨,披萨比萨意面小吃,28,1万以下,尊霸披萨,广东省,私营企业,10,2013-08-21,广东省广州市天河区中
萨克斯手握披萨,西餐,344,1~5万,萨克斯手握披萨,广东省,有限责任公司,300,2002-09-15,广东省
奶酪时光西餐店,西餐,50,50~100万,南京市百酪汇食品有限责任公司,江苏省南京,有限责任公司,500,2004-12-27,江苏省南京市鼓楼区云
华星西餐,西餐,100,20~50万,华星餐饮管理(集团),,,,,
coco咖喱屋,咖喱,684,20~50万,上海好侍咖喱客客壹番屋餐厅有限,上海市,有限责任公司,400,1978-09-12,上海市
餐饮连锁加盟,会展服务，会展策,1486,10~20万,广州军创展览服务有限公司,广东省,国有企业,50,2000-01-17,广东省广州市天河区东
长沙嘉豪酒店用品有限公司,餐饮,25,10~20万,长沙嘉豪酒店用品有限公司,湖南省长沙,有限责任公司,15,2013-02-18,湖南省长沙市岳麓区
立日有,"肉松,肉制品,饮",83,50~100万,N/A,福建省,其它,1000,2001-11-13,福建省福州市
月亮红了,餐饮加盟,8,20~50万,昆山奇迹之月投资管理有限公司,江苏省,私营企业,500,2015-11-26,江苏省苏州市昆山市周
covepie酷味派意式披萨,意式披萨,30,20~50万,广州市百悦餐饮管理有限公司,广东省,有限责任公司,100,2001-12-01,广东省广州市
森宝,"农产品,肉制品,",82,50~100万,N/A,福建省,其它,1000,1998-05-21,福建省厦门市
圣杰士披萨,西餐,166,10~20万,圣杰士餐饮公司,福建省福州,股份有限公司,1475,2001-10-11,福建省福州市仓山区
芝士炸鸡火锅,芝士炸鸡火锅,10,10~20万,芝士炸鸡火锅,上海市,国有企业,12,2014-09-17,上海市
那不勒斯披萨,西餐,118,10~20万,那不勒斯餐饮公司,天津市,股份有限公司,1453,2006-10-11,天津市南开区
鞑靼牛排,其他,55,1~5万,鞑靼牛排,安徽省合肥,有限责任公司,400,2011-08-21,安徽省合肥市西市区
烤肉,烤肉,500,20~50万,烤肉有限公司,广东省,有限责任公司,350,1995-07-10,广东省
拉斯维斯披萨,披萨,116,1~5万,拉斯维斯披萨,上海市,有限责任公司,400,2000-11-19,上海市
力佳,肉制品,93,100~200万,N/A,黑龙江省,其它,100,1997-10-14,黑龙江省佳木斯东风区
悦宫会所西式自助餐,西式快餐,73,1~5万,悦宫会所西式自助餐,北京市,有限责任公司,500,2013-02-19,北京市
七日晴西餐,西餐,100,10~20万,七日晴餐饮有限公司,天津市,股份有限公司,200,2010-05-01,天津市
万达艾美酒店自助餐厅,餐饮,80,1~5万,万达艾美酒店自助餐厅,北京市,有限责任公司,500,2009-01-12,北京市
拉亚汉堡经典餐厅,餐饮,15,20~50万,上海拉亚餐饮有限公司,上海市,有限责任公司,579,2011-06-07,上海市
let.spizza,let.spiz,322,20~50万,let.spizza有限公司,北京市,有限责任公司,500,2013-07-10,北京市
yoken精酿啤酒餐厅,西餐,34,1~5万,yoken精酿啤酒餐厅,广东省潮州,有限责任公司,300,2009-02-03,广东省潮州市
经典世牛排,餐饮,55,10~20万,经典世牛排,北京市,私营企业,50,2012-01-01,北京市
塔塔热狗,热狗加盟,69,5~10万,河南天和食品连锁有限公司,河南省郑州,有限责任公司,100,2013-10-18,河南省郑州市管城区商
黑胡椒牛排,餐饮,50,10~20万,黑胡椒牛排,北京市,私营企业,50,2012-01-01,北京市
丝丝物语比萨,比萨,200,5~10万,丝丝物语,上海市,股份有限公司,200,2009-01-01,上海市
泰上王,"饮食,肉制品",97,5~10万,N/A,广东省,有限责任公司,100,1998-09-16,广东省广州市荔湾区
卡乐滋奶茶店,西餐,200,10~20万,上海宝滋餐饮企业管理有限公司,上海市,股份有限公司,2000,2011-09-05,上海市长宁区金钟路9
李记小锅米线,米线,573,10~20万,李记小锅米线,重庆市,有限责任公司,300,1998-02-18,重庆市
撤思叔叔烘焙工坊,撤思叔叔烘焙工,100,5~10万,湖北味美天下餐饮投资有限公司,湖北省,有限责任公司,100,2004-12-01,湖北省
乐高乐西餐,,100,1万以下,乐高乐餐饮管理中心,福建省厦门,,100,2006-01-07,福建省漳州市
餐饮连锁加盟店,餐饮,20,5~10万,餐饮连锁有限公司,山东省,有限责任公司,200,2014-12-05,山东省
追牛族牛排,牛排,100,5~10万,追牛族牛排,上海市,有限责任公司,300,2004-01-01,上海市
LO-CAL COW卡路力轻食主义餐厅,西餐厅,60,5~10万,LO-CAL COW卡路力轻食,浙江省台州,有限责任公司,500,2008-12-01,浙江省台州市
甲壳虫音乐餐厅,餐饮,15,20~50万,陕西品华餐饮管理有限公司,陕西省,有限责任公司,1000,2017-08-26,陕西省西安市高新区丈
摩登汉堡,西餐,39,1~5万,摩登汉堡,福建省厦门,有限责任公司,100,2010-08-20,福建省厦门市思明区
正中煲仔饭,中餐,33,1~5万,正中煲仔饭,上海市,有限责任公司,150,2001-02-28,上海市
快乐厨房,中餐,346,20~50万,成都市新都区快乐厨房有限公司,四川省,有限责任公司,500,1995-10-11,四川省成都市新都区斑
美乐滋,餐饮,50,100~200万,美乐滋,湖南省长沙,有限责任公司,100,2012-03-03,湖南省长沙市芙蓉区
联豪食品,餐饮,80,1~5万,联豪食品,上海市,有限责任公司,2500,2010-12-23,上海市
佳客来牛排餐厅,佳客来牛排,50,5~10万,佳客来牛排餐厅,台湾省,有限责任公司,200,1998-01-23,台湾省
百路,"冷鲜肉,肉制品",27,1~5万,N/A,江苏省,其它,50,2014-04-30,江苏·宿迁市·泗洪县
丽兹披萨,西餐,117,10~20万,深圳市丽兹披萨餐饮有限公司,广东省深圳,股份有限公司,1112,2005-10-06,广东省深圳市南山区
北京西餐厅,餐饮,14,10~20万,北京西餐厅,天津市,有限责任公司,251,2012-07-24,天津市
欧德隆快餐店,,0,5~10万,欧德隆国际连锁（中国）加盟总部,北京市北京,其它,,,北京市经济技术开发区
秦一口主题餐厅,特色小吃 时尚特,12,50~100万,西安秦一口餐饮管理有限公司,陕西省,有限责任公司,1200,2015-03-16,陕西省西安市碑林区长
77法式铁板烧,铁板烧,300,5~10万,77法式铁板烧,四川省,有限责任公司,500,2009-09-17,四川省
阿贝兹西餐,披萨,467,20~50万,济南尚品投资咨询有限公司,山东省济南,有限责任公司,100,2003-02-05,山东省济南市
王品牛排,王品台塑牛排连锁,10,5~10万,王品牛排,,,,,
豪亨世牛排,牛排,10,10~20万,福州豪亨世餐饮管理有限公司,福建省福州,有限责任公司,1000,2008-01-01,福建省福州市
汇通,餐饮,32,10~20万,N/A,上海市,有限责任公司,15,2013-12-05,上海市闸北区
雕刻时光咖啡,餐饮,120,10~20万,雕刻时光咖啡,北京市,有限责任公司,200,1994-05-17,北京市宣武区
麦当劳披萨,麦当劳披萨,244,10~20万,麦当劳餐饮管理有限责任公司,北京市,有限责任公司,300,2008-09-03,北京市
Homeless音乐餐厅酒吧,餐饮,10,20~50万,Homeless音乐餐厅酒吧,上海市,私营企业,100,2015-01-01,上海市
欢乐比萨,西餐,50,1~5万,欢乐比萨,广东省,有限责任公司,30,2008-12-30,广东省
世界峰,餐饮,35,10~20万,福建省安溪县世界峰茶业有限公司,福建省,有限责任公司,15,2013-03-09,福建省福州市鼓楼区
好好先生西餐厅,餐饮,100,5~10万,好好先生西餐厅,上海市,有限责任公司,30,2002-09-11,上海市
西餐,西餐,400,10~20万,西餐,上海市,有限责任公司,300,1998-02-18,上海市
波波洛榴莲披萨,西餐,345,1~5万,波波洛榴莲披萨,北京市,有限责任公司,400,2005-09-08,北京市
慕玛披萨,披萨,113,1~5万,慕玛披萨,浙江省,有限责任公司,400,2010-10-05,浙江省
来趣黑椒厨房餐厅,西餐,100,20~50万,来趣国际餐饮投资管理（北京）有,北京市,有限责任公司,200,2013-01-01,北京市
辽鹅,肉制品,79,50~100万,N/A,辽宁省,其它,1000,2003-06-27,辽宁省彰武县建华路北
半儿披萨,半儿披萨  ,233,5~10万,北塘区西岸边披萨屋有限公司,广东省,有限责任公司,350,2013-09-11,广东省
华融禽业,餐饮,30,20~50万,N/A,上海市,有限责任公司,20,2013-12-04,上海市普陀区
华梅西餐厅,餐饮,56,1~5万,深圳市华梅西餐厅有限公司,广东省深圳,有限责任公司,263,1993-02-10,广东省深圳市
麦当劳宅急送,西式快餐,32000,50~100万,麦当劳,北京市,有限责任公司,1000,1940-01-01,北京市
健将一品粥,粥,653,20~50万,健将一品粥,安徽省,有限责任公司,300,2013-02-08,安徽省
希波,"饮食,肉制品,中",33,1~5万,N/A,黑龙江省,其它,50,1993-04-13,黑龙江省哈尔滨市香坊
拾号牛扒,西餐,73,10~20万,拾号牛扒,北京市,私营企业,500,2005-03-22,北京市
罗威那比萨,西餐,100,5~10万,伯爵伦国际餐饮管理（北京）有限,北京市,股份有限公司,200,2002-01-01,北京市
甘珠,“甘珠”牌红小豆,82,50~100万,N/A,河北省,其它,1000,2007-05-15,河北省衡水市故城县坊
宝莱纳餐厅,西餐,120,5~10万,上海宝莱纳餐饮有限公司,上海市,有限责任公司,370,1996-03-29,上海市
宝龙丽笙酒店北纬31度西餐厅,西餐厅,59,1~5万,宝龙丽笙酒店北纬31度西餐厅,北京市,有限责任公司,500,2010-10-04,北京市
辛火ufo芝士排骨,西餐,35,20~50万,辛火ufo芝士排骨,上海市,有限责任公司,150,2009-03-27,上海市
德州,餐饮，西餐,31,5~10万,N/A,山东省德州,股份有限公司,830,2010-08-30,山东省德州市德城区德
品卓披萨,西餐,166,10~20万,品卓公司,天津市,股份有限公司,1556,2006-10-12,天津市河北区
特嘉德披萨,特嘉德披萨,100,5~10万,特嘉德餐饮有限公司,山东省青岛,有限责任公司,100,2009-12-01,山东省青岛市
星洲蕉叶,西餐,65,1~5万,星洲蕉叶,浙江省,有限责任公司,500,2010-09-01,浙江省宁波市
